Course_Coursenum,Course_Coursetitle,Course_Instructor,Course_Day,Course_Time,Course_Location
MUS 331N,"Appl Mus, Western: Oboe",J Stepec,TBA,TBA,
MUS 355,Instrumental Music Methods,J Ruszkowski,M,0530-0800p,MB 201
MUS 355L,"Instrumental Music Methods Lab
Restriction: Major",G Okamura,F,0800-1000a,MB 201
MUS 382,Form and Analysis,D Womack,MWF,1130-1220p,MB 7
MUS 407,Music Cultures of the World,B Lee,TR,1030-1145a,MB 221
MUS 410B,Ens: Hawaiian Chorus,N Nahulu,TR,0130-0220p,MB 36
MUS 410C,"Ens: Chamber Singers
Restriction: Instructor Approval",J Wong,MWF,0130-0220p,MB 36
MUS 410D,Ens: Piano-Vocal Collaboration,J Korth,M,0330-0520p,ORVIS TBA
MUS 410F,Ens: Chamber Music,I Lin,R,0130-0330p,MB 313
MUS 410K,Ens: Jazz,M Lewis,T,0700-0900p,MB 108
MUS 410M,"Ens: Contemporary Music
Restriction: Instructor Approval",T Osborne,MWF,0130-0220p,MB 108
MUS 411D,Chinese Ensemble II,Y Kuan,M,0400-0515p,MB 116
MUS 411J,Tahitian Ensemble II,J Moulin,M,0630-0800p,MB 118
MUS 413,Hula/Chant Ensemble III,N Lewis,TR,0430-0545p,MB 118
MUS 414,University Concert Choir,J Wong,MWF,1230-0120p,MB 36
MUS 416B,Symphony Orchestra,J Stepec,W,0700-0930p,MB 108
MUS 419B,Symphonic Wind Ensemble,G Arnold,TR,0300-0500p,MB 108
MUS 419E,Marching Band,G Arnold,MWF,0345-0515p,MB 108
MUS 419F,Marching Band Percussion,G Arnold,MWF,0230-0320p,MB 108
MUS 420C,Music Literature Lab: Piano,K Luo,MW,0130-0220p,MB 9
MUS 450,Music Technology for Teachers,J Ruszkowski,R,0530-0800p,MB 201
MUS 451,"Perspectives K-12 mus ed
Restriction: Major",C Loong,T,0530-0720p,MB 201
MUS 454,Music in Special Education,C Loong,TR,1030-1145a,MB 201
MUS 461E,Classical Era,A Fine,MWF,1030-1120a,MB 7
MUS 484,"Composition for Music Majors
Restriction: Major",T Itoh,TR,1230-0120p,MB 7
MUS 485,"Intermediate Prac in Mus Comp
Restriction: Major",T Itoh,TR,1230-0120p,MB 7
MUS 487,Adv Practicum-Music Compositn,T Itoh,TR,1230-0120p,MB 7
MUS 495,Senior Project,L Paxton,TBA,TBA,TBA TBA
MUS 600C,Ethnomusicology Seminar,B Lee,M,0330-0600p,MB 221
MUS 601,"Topics in Music
(Ethnomusicology Forum)
Restriction: Major",F Lau,M,1200-0200p,MB 221
MUS 649,"College Teaching Practicum
Restriction: Major",L Paxton,TBA,TBA,TBA TBA
MUS 651,Foundations of Music Education,C Loong,W,0415-0645p,MB 201
MUS 657,World Musics in Undergrad Educ,F Lau,M,0300-0500p,MB 7
MUS 661,"Biblio & Libr Resources in Mus
Restriction: Major",A Fine,R,0300-0530p,MB 8
MUS 685,"Intercultural Composition
Restriction: Major",D Womack,T,0230-0500p,MB 7
MUS 687,Master Composition Practicum,T Itoh,TR,1230-0120p,MB 7
MUS 695,"Plan B Masters Project
Restriction: Instructor Approval",C Loong,TBA,TBA,ONLINE TBA
MUS 787,Doctoral Composition Practicum,T Itoh,TR,1230-0120p,MB 7
NHH 545,"Native Hawaiian Health Care
Restriction: Major",D Carpenter,TBA,TBA,TBA TBA
NHH 595,NHH Clin Skills Preceptorship,K Voloch,TBA,TBA,TBA TBA
NHH 595,NHH Clin Skills Preceptorship,D Carpenter,TBA,TBA,TBA TBA
NHH 595,NHH Clin Skills Preceptorship,S Brady,TBA,TBA,TBA TBA
NREM 203,"Ap Cal: Mgt, Life Sci,Hum Res",G Sia,TR,0300-0415p,PHYSCI 217
NREM 203,"Ap Cal: Mgt, Life Sci,Hum Res",G Sia,TR,0300-0415p,PHYSCI 217
NREM 203,"Ap Cal: Mgt, Life Sci,Hum Res",G Sia,TR,0300-0415p,PHYSCI 217
NREM 203,"Ap Cal: Mgt, Life Sci,Hum Res",G Sia,TR,0300-0415p,PHYSCI 217
NREM 203,"Ap Cal: Mgt, Life Sci,Hum Res",G Sia,TR,0300-0415p,PHYSCI 217
NREM 210,Intro to Environmental Science,B Sipes,TR,1030-1145a,BIOMD T208
NREM 220,Agricultural & Resource Econ,L Cox,TR,1200-0115p,BIOMD T208
NREM 292,"Internship Preparation
Restriction: Major",T Idol,T,1200-1250p,STJHN 11
NREM 302,Natural Resource & Env Policy,K Carlson,MW,0300-0415p,WEB 103
NREM 304,Fundamentals of Soil Science,S Crow,MWF,1030-1120a,AGSCI 204
NREM 304,Fundamentals of Soil Science,S Crow,MWF,1030-1120a,AGSCI 204
NREM 306,Environmental Ethics,T Idol,MWF,1230-0120p,STJHN 13
NREM 310,Stat in Agriculture/Human Res,L Lo,MWF,0930-1020a,BIOMD T208
NREM 341,Accountng & Financial Analysis,J Schell,TR,0430-0545p,STJHN 15
NREM 420,Community and NRM,L Cox,TR,1030-1145a,STJHN 13
NREM 450,Wildlife Ecology & Management,M Price,MW,0130-0245p,STJHN 11
NREM 477,GIS for Resource Managers,T Miura,MWF,1130-1220p,SHER 111
NREM 491,Topics in NREM,R Ryals,W,0500-0730p,SHER 111
NREM 492,Internship Experience,T Idol,TBA,TBA,TBA TBA
NREM 494,"Environmental Problem Solving
Restriction: Major",K Carlson,TR,1200-0115p,SHER 111
NREM 600,Foundations of NREM and Policy,S Crow,M,0130-0400p,AGSCI 220
NREM 631,Sustainable Agriculture Seminr,R Ryals,W,0500-0730p,SHER 111
NREM 662,Watershed Hydrology,Y Tsang,T,0130-0400p,SHER 111
NREM 691,Advanced Topics in NREM,K Carlson,TR,1200-0115p,SHER 111
NREM 695,"Master's Plan B Capstone Prep
Restriction: Major",R Ryals,M,0930-1020a,SHER 111
NREM 696,"Plan B Capstone Exper
Restriction: Major",T Idol,M,1030-0100p,SHER 111
NREM 701,Research Seminar,M Price,W,0330-0420p,STJHN 11
NURS 200,"Intro to Professional Nsg I
Restriction: Major",K Tessier,W,0230-0330p,WEB 112
NURS 210,"Health Promo Across Lifespan
Restriction: Department Approval",W Siegman,T,0800-1100a,WEB 203
NURS 210L,"Hlth Prom Across Lifespan Lab
Restriction: Department Approval",W Siegman,R,0800-0500p,WEB 3RD FLR
NURS 210L,"Hlth Prom Across Lifespan Lab
Restriction: Department Approval",W Siegman,R,0800-0500p,WEB 3RD FLR
NURS 210L,"Hlth Prom Across Lifespan Lab
Restriction: Department Approval",W Siegman,R,0800-0500p,WEB 3RD FLR
NURS 210L,"Hlth Prom Across Lifespan Lab
Restriction: Department Approval",W Siegman,R,0800-0500p,WEB 3RD FLR
NURS 210L,"Hlth Prom Across Lifespan Lab
Restriction: Department Approval",W Siegman,R,0800-0500p,WEB 3RD FLR
NURS 211,"Professionalism in Nursing
Restriction: Major",F Hale,W,0800-0950a,WEB 203
NURS 212,"Pathophysiology
Restriction: Major",F Hale,W,1000-1250p,WEB 203
NURS 320,"Health and Illness II
Restriction: Department Approval",J Uyehara,M,1000-1230p,WEB 203
NURS 320L,"Health & Illness II Lab
Restriction: Department Approval",J Uyehara,T,0630-0330p,OFF/C TBA
NURS 320L,"Health & Illness II Lab
Restriction: Department Approval",J Uyehara,T,0630-0330p,OFF/C TBA
NURS 320L,"Health & Illness II Lab
Restriction: Department Approval",J Uyehara,T,0630-0330p,OFF/C TBA
NURS 320L,"Health & Illness II Lab
Restriction: Department Approval",J Uyehara,T,0630-0330p,OFF/C TBA
NURS 320L,"Health & Illness II Lab
Restriction: Department Approval",J Uyehara,W,0630-0330p,OFF/C TBA
NURS 320L,"Health & Illness II Lab
Restriction: Department Approval",J Uyehara,S,0630-0330p,OFF/C TBA
NURS 343,"Gerontology: Nsg Implicatns
Restriction: Major",F Hale,TBA,TBA,ONLINE TBA
NURS 363,"Nursing Research
Restriction: Major",J Mobley,M,0100-0400p,WEB 115
NURS 420,"Cooperative Education in Nurs
Restriction: Major",A Neves,TBA,TBA,OFF/C TBA
NURS 432,"Veteran Healthcare, Education",A Neves,W,0830-1130a,ONLINE TBA
NURS 450,"Comm, Public, & Global Hlth
Restriction: Department Approval",M Bray,W,0100-0250p,WEB 203
NURS 450L,"Comm, Public, & Globl Hlth Lab
Restriction: Department Approval",K Tessier,T,0745-0345p,OFF/C TBA
NURS 450L,"Comm, Public, & Globl Hlth Lab
Restriction: Department Approval",M Guerriero,T,0745-0345p,OFF/C TBA
NURS 450L,"Comm, Public, & Globl Hlth Lab
Restriction: Department Approval",M Kataoka-Yahiro,T,0745-0345p,OFF/C TBA
NURS 450L,"Comm, Public, & Globl Hlth Lab
Restriction: Department Approval",H Ho,T,0800-0400p,OFF/C TBA
NURS 450L,"Comm, Public, & Globl Hlth Lab
Restriction: Department Approval",C Linhares,R,0800-0400p,OFF/C TBA
NURS 453,"Intro to Genetics in Nursing
Restriction: Major",C Constantin,M,0130-0430p,CR 115
NURS 465,"Psych-Mental Health Nursing
Restriction: Department Approval",A Neves,W,0300-0600p,WEB 203
NURS 465L,"Psych-Mental Hlth Nursing Lab
Restriction: Department Approval",P Morrison,T,0700-0300p,OFF/C TBA
NURS 465L,"Psych-Mental Hlth Nursing Lab
Restriction: Department Approval",P Morrison,R,0700-0300p,OFF/C TBA
NURS 465L,"Psych-Mental Hlth Nursing Lab
Restriction: Department Approval",K Sullivan,R,0300-1100p,OFF/C TBA
NURS 465L,"Psych-Mental Hlth Nursing Lab
Restriction: Department Approval",P Morrison,F,0700-0300p,OFF/C TBA
NURS 465L,"Psych-Mental Hlth Nursing Lab
Restriction: Department Approval",K Sullivan,F,0300-1100p,OFF/C TBA
NURS 481,"Nsg Honors Research Project
Restriction: Major",A Tse,TBA,TBA,TBA TBA
OBGN 531,"7-Week Ob/Gyn Clerkship
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 532,"Ob/Gyn Longitudinal Clerkship
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545B,"OBGN Elec: L&D Sub-I
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545C,"OBGN Elec: Outpatient Clinic
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545D,"OBGN Elec: Family Planning
Restriction: Major",M Savala,TBA,TBA,HOSP TBA
OBGN 545E,"OBGN Elec: High Risk OB
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545F,"OBGN Elec: REI
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545G,"OBGN Elec: Oncology
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545H,"OBGN Elec: Tpcs w/Indiv Precpt
Restriction: Major",M Savala,W,TBA,TBA TBA
OBGN 545I,"OBGN Elec: Extramural Electves
Restriction: Major",M Savala,TBA,TBA,TBA TBA
OBGN 545J,OBGN Elec: Urogyn/Pelv Rec Sur,M Savala,TBA,TBA,HOSP TBA
OEST 100,"The College Experience
Restriction: Major",L Anthony,F,1230-0120p,SAKAM D101
OEST 103,Integrative Systems Biology,M McFall-Ngai,TR,0900-1015a,SAKAM D101
OEST 441,Princ. Sus. Anal.,M Cooney,TR,0300-0415p,POST 126
ORE 330,Mineral and Energy Resources,G McMurtry,TR,1030-1145a,MSB 315
ORE 411,Buoyancy and Stability,G Nihous,TR,1200-0115p,HOLM 241
ORE 601,Ocean & Resources Engr Lab,Z Huang,TR,0130-0245p,HOLM 241
ORE 603,Oceanography for Ocn Engineers,E Nosal,TR,1030-1145a,HOLM 241
ORE 607,Water Wave Mechanics,K Cheung,TR,0130-0245p,HOLM 211
ORE 695,Plan B Master's Project,K Cheung,TBA,TBA,TBA TBA
ORE 695,Plan B Master's Project,J Smith,TBA,TBA,TBA TBA
ORE 695,Plan B Master's Project,Z Huang,TBA,TBA,TBA TBA
ORE 783B,"Coastal Engineering
Restriction: Major",K Cheung,TR,0300-0415p,HOLM 400
ORE 792,Sem in Ocean & Resources Engr,G Nihous,W,0300-0420p,WAT 112
OCN 100,"Global Envirnmntal Science Sem
Restriction: Major",M Guidry,F,0130-0220p,MSB 114
OCN 101,Intr. Env. Sci. & Sus.,M Cooney,MWF,0130-0220p,WAT 420
OCN 105,Sustainability Changing World,M Guidry,TR,1200-0115p,HIG 110
OCN 201,Science of the Sea,C Measures,MWF,1030-1120a,SPAL 155
OCN 201,Science of the Sea,C Measures,MWF,1230-0120p,BIL 152
OCN 201L,Science of the Sea Laboratory,C Measures,M,0130-0420p,MSB 203
OCN 201L,Science of the Sea Laboratory,C Measures,T,0900-1150a,MSB 203
OCN 201L,Science of the Sea Laboratory,C Measures,T,0130-0420p,MSB 203
OCN 201L,Science of the Sea Laboratory,C Measures,W,0130-0420p,MSB 203
OCN 201L,Science of the Sea Laboratory,C Measures,R,0900-1150a,MSB 203
OCN 201L,Science of the Sea Laboratory,C Measures,R,0130-0420p,MSB 203
OCN 310,Global Environmental Change,M Mottl,MWF,0930-1020a,MSB 100
OCN 310,"Global Environmental Change
Restriction: Major",B Powell,TR,1030-1145a,MSB 307
OCN 310L,"Global Environmntl Change Lab
Restriction: Major",R Zeebe,W,0130-0400p,MSB 307
OCN 312,Advanced Mathematics I,G Apuzen-Ito,MWF,0930-1020a,POST 723
OCN 320,Aquatic Pollution,O Rouxel,TR,0900-1015a,MSB 315
OCN 330,Mineral & Energy Res of Sea,G McMurtry,TR,1030-1145a,MSB 315
OCN 395,"Undergraduate Internship
Restriction: Major",C Fletcher,TBA,TBA,TBA TBA
OCN 399,Directed Reading,M Cooney,F,1230-0120p,SAKAM D103
OCN 401,"Biogeochemical Systems
Restriction: Major",K Ruttenberg,TR,1200-0115p,MSB 307
OCN 418,"Advanced Environmental Systems
Restriction: Major",B Glazer,M,0100-0400p,MSB 318
OCN 430,Intro to Deep-Sea Biology,J Drazen,TR,1200-0115p,MSB 315
OCN 441,Princ. Sus. Anal.,M Cooney,TR,0300-0415p,POST 126
OCN 450,Aquaculture Production,A Seale,TR,0300-0415p,MOORE 117
OCN 620,"Physical Oceanography
Restriction: Major",K Richards,MWF,1030-1120a,MSB 315
OCN 622,"Geological Oceanography
Restriction: Major",G McMurtry,M,0130-0245p,MSB 307
OCN 626,"Marine Microplankton Ecology
Restriction: Major",G Steward,TR,0900-1015a,MSB 307
OCN 630,Deep-Sea Biology,J Drazen,TR,1200-0115p,MSB 315
OCN 633,"Biogeochemical Ocean Methods
Restriction: Major",O Rouxel,MW,1130-1220p,MSB 307
OCN 660,"Ocean Waves I
Restriction: Major",D Luther,MWF,1230-0200p,MSB 315
OCN 662,"Marine Hydrodynamics
Restriction: Major",B Qiu,TR,1030-1145a,MSB 305
OCN 666,Lrg-Scale Ocn-Atmos Interactn,N Schneider,MW,1200-0115p,MSB 306
OCN 683,Advanced Statistics in R,K Edwards,MW,1230-0130p,MSB 307
OCN 750,"Topics in Biological Ocean
Restriction: Major",R Alegado,TBA,TBA,TBA TBA
OCN 780,"Seminar
Restriction: Major",A Neuheimer,R,0300-0415p,MSB 114
PACS 108,Pacific Worlds,L Bautista,MWF,0930-1020a,TP1 103
PACS 108,Pacific Worlds,L Bautista,MWF,1030-1120a,TP1 103
PACS 108,Pacific Worlds,E Kihleng,MWF,1130-1220p,TP1 103
PACS 108,Pacific Worlds,M Nepia,TR,1030-1145a,TP1 103
PACS 108,Pacific Worlds,M Hattori,TBA,TBA,ONLINE TBA
PACS 201,Islands of Globalization,T Kabutaulaka,TR,0900-1015a,TP1 103
PACS 301,Pacific Communities in Hawai'i,J Walsh,TR,0130-0245p,MOORE 205
PACS 371,Literature of the Pacific,P Lyons,MWF,1130-1220p,KUY 406
PACS 401,"Senior Capstone
Restriction: Major",J Walsh,TBA,TBA,TBA TBA
PACS 492,"Topics in Pac Islands Studies
(Language and Culture in Contemporary Oceania)",A Mawyer,W,0230-0500p,SAKAM D101
PACS 492,"Topics in Pac Islands Studies
(Sustainable Development in Oceania)",J Cooper,R,0530-0800p,TP1 103
PACS 601,Learning Oceania,T Wesley-Smith,R,0230-0500p,TP1 103
PACS 602,Re/Presenting Oceania,T Kabutaulaka,T,0230-0500p,TP1 103
PACS 695,"Master's Portfolio Project
Restriction: Major",T Wesley-Smith,TBA,TBA,TBA TBA
PACS 695,"Master's Portfolio Project
Restriction: Major",A Mawyer,TBA,TBA,TBA TBA
PATH 545C,"Adv Topic: Anatomic Pathology
Restriction: Major",C Lum,TBA,TBA,TBA TBA
PATH 545C,"Adv Topic: Anatomic Pathology
Restriction: Major",J Uyehara,TBA,TBA,TBA TBA
PATH 545C,"Adv Topic: Anatomic Pathology
Restriction: Major",B Kaya,TBA,TBA,TBA TBA
PATH 545C,"Adv Topic: Anatomic Pathology
Restriction: Major",M Kobayashi,TBA,TBA,TBA TBA
PATH 545C,"Adv Topic: Anatomic Pathology
Restriction: Major",K Thompson,TBA,TBA,TBA TBA
PATH 545D,"Adv Topic: Clinical Pathology
Restriction: Major",B Kaya,TBA,TBA,TBA TBA
PATH 545D,"Adv Topic: Clinical Pathology
Restriction: Major",W Kim,TBA,TBA,TBA TBA
PATH 545D,"Adv Topic: Clinical Pathology
Restriction: Major",K Thompson,TBA,TBA,TBA TBA
PATH 545F,"Extramural Elective in Path
Restriction: Major",K Thompson,TBA,TBA,TBA TBA
PATH 595,Intro to Path & Lab Med,K Thompson,TR,0900-1200p,KWCMC LAB
PATH 595,Intro to Path & Lab Med,B Kaya,TF,1000-1200p,OFF/C TBA
PACE 310,Survey Peace/Conflict Studies,B Hallett,TR,0130-0245p,GRG 227
PACE 345,"Aggression, War, & Peace",L Sponsel,W,0130-0400p,GAR 112
PACE 412,"Gandhi, King & Nonviolence",B Hallett,TR,1030-1145a,KUY 313
PACE 413,Terrorism,J Campos,M,0500-0730p,BUSAD E202
PACE 430,Leadership for Social Change,M Soetoro,MW,1030-1145a,MIL 101
PACE 477,Culture & Conflict Resolution,T Miao,W,0200-0430p,SAKAM D102
PACE 485,"Topics:Peace & Conflct Resoltn
(Protest Under Occupation)",M Perkins,W,0530-0800p,SAUND 244
PACE 495,"Practicum & Internship
Restriction: Instructor Approval",M Soetoro,R,0200-0400p,TBA TBA
PACE 647,Mediation: Theory and Practice,T Wiltgen,M,0500-0730p,SAUND 244
PACE 650,Dispute Resolution Sys Design,E Kent,T,0530-0800p,WEB 114
PACE 695,"Conflict Resolution Practicum
Restriction: Instructor Approval",C Petersen,TBA,TBA,TBA TBA
PACE 699,"Directed Reading and Research
Restriction: Instructor Approval",C Petersen,TBA,TBA,TBA TBA
PED 531,"7-Week Pediatric Clerkship
Restriction: Major",K Len,TBA,TBA,TBA TBA
PED 532,"Peds Longitudinal Clerkship
Restriction: Major",K Len,TBA,TBA,TBA TBA
PED 545B,"PED Elec: Adolescent Medicine
Restriction: Major",P Francisco-Natanauan,TBA,TBA,TBA TBA
PED 545C,"PED Elec: Ambulatory Ped Care
Restriction: Major",G French,TBA,TBA,TBA TBA
PED 545E,"PED Elec: Clinical Genetics
Restriction: Major",R Wallerstein,TBA,TBA,TBA TBA
PED 545F,"PED Elec: Sub-I Neonatology
(Neonatology Sub-I)
Restriction: Major",S Kuo,TBA,TBA,TBA TBA
PED 545G,"PED Elec: Pediatric Cardiology
Restriction: Major",,TBA,TBA,TBA TBA
PED 545H,"PED Elec: Sub-I Emergency Med
(Emergency Medicine Sub-I)
Restriction: Major",T Hong,TBA,TBA,TBA TBA
PED 545I,"PED Elec: Sub-I Hem/Onc
(Hematology/Oncology Sub-I)
Restriction: Major",D Glaser,TBA,TBA,TBA TBA
PED 545J,"PED Elec: Sub-I Infec Diseases
Restriction: Major",M Melish,TBA,TBA,TBA TBA
PED 545K,"PED Elec: Sub-I Gen Ward Ped
Restriction: Major",B Mizuo,TBA,TBA,TBA TBA
PED 545M,"PED Elec: Extramural Electives
Restriction: Major",L Yamamoto,TBA,TBA,TBA TBA
PED 545N,PED Elec: Ped Rheumatology,K Yamamoto,TBA,TBA,TBA TBA
PED 545P,PED Elec: Dev. Behavioral Ped,J Okamoto,TBA,TBA,TBA TBA
PED 545Q,"PED Elec: Internatl Precptrshp
Restriction: Department Approval",L Yamamoto,TBA,TBA,TBA TBA
PED 545R,PED Elec: Sub-I Ped Crtcl Care,J Harrington,TBA,TBA,TBA TBA
PED 545S,PED Elec: Pediatric Radiology,K Kon,TBA,TBA,TBA TBA
PED 545T,PED Elec: Pediatric Ultrasound,S Darling,TBA,TBA,TBA TBA
PED 545V,PED Elec: Pediatric Sports Med,J King,TBA,TBA,TBA TBA
PERS 101,Beginning Modern Persian I,L Hamedani,MW,0330-0500p,SAKAM A102
PERS 101,Beginning Modern Persian I,L Hamedani,TBA,TBA,ONLINE TBA
PERS 201,Intermediate Modern Persian I,L Hamedani,MF,0200-0320p,SAKAM B211
PERS 201,Intermediate Modern Persian I,L Hamedani,TBA,TBA,ONLINE TBA
PERS 301,Third-Level Modern Persian I,L Hamedani,TR,1030-1145a,SAKAM B309
PHRM 590,"Pharmacology Elective
Restriction: Instructor Approval",A Collier,TBA,TBA,TBA TBA
PHRM 595,"Principles of Pharmacology
Restriction: Instructor Approval",R Nichols,TBA,TBA,TBA TBA
PHRM 640,"Neuropharmacology
Restriction: Instructor Approval",R Nichols,TBA,TBA,TBA TBA
PHIL 100,Intro to Phil: Survey of Prob,F Perkins,MW,0930-1020a,KUY 310
PHIL 100,Intro to Phil: Survey of Prob,F Perkins,MW,0930-1020a,KUY 310
PHIL 100,Intro to Phil: Survey of Prob,L Widdison,MWF,1030-1120a,SAKAM D103
PHIL 101,Intro to Phil:Morals & Society,G Tsai,MW,1030-1120a,KUY 210
PHIL 101,Intro to Phil:Morals & Society,G Tsai,MW,1030-1120a,KUY 210
PHIL 101,Intro to Phil:Morals & Society,E Byrnes,MWF,0930-1020a,SAKAM B101
PHIL 103,Intro Phil: Environmental Phil,S Odin,TR,0900-1015a,KUY 302
PHIL 110,Intro to Deductive Logic,I Nicolay,MWF,0830-0920a,SAKAM B104
PHIL 110,Intro to Deductive Logic,M Ishida,MWF,1130-1220p,KUY 304
PHIL 111,Intro to Inductive Logic,A Chaturvedi,MW,0930-1020a,KUY 301
PHIL 111,Intro to Inductive Logic,A Chaturvedi,MW,0930-1020a,KUY 301
PHIL 111,Intro to Inductive Logic,M Schainfeld,MWF,0830-0920a,SAKAM B103
PHIL 211,Ancient Philosophy,A Chaturvedi,MWF,1130-1220p,KUY 213
PHIL 213,Modern Philosophy,V Dalmiya,MWF,0930-1020a,SAKAM A101
PHIL 280,Meaning of War,R Bontekoe,MWF,0130-0220p,SAKAM C203
PHIL 304,Metaphysics,C Cheng,MW,1130-1220p,SAKAM B101
PHIL 306,Philosophy of Art,S Odin,TR,1200-0115p,SAKAM A101
PHIL 307,Theory of Knowledge,V Dalmiya,MWF,1130-1220p,KUY 313
PHIL 308,Philosophy of Science,R Dasenbrock,MWF,0930-1020a,SAKAM B103
PHIL 330,Islamic Philosophy,T Albertini,TR,0900-1015a,SAKAM A101
PHIL 370,Chinese Philosophy,F Perkins,MWF,1130-1220p,SAKAM B308
PHIL 414B,West Mvmts & Periods: Greek,T Albertini,TR,0130-0245p,SAKAM B211
PHIL 449,"Undergraduate Capstone
Restriction: Major",A Chakrabarti,TR,0130-0245p,SAKAM C302
PHIL 492,Philosophy with Children,T Jackson,MW,0410-0530p,SAKAM C103
PHIL 493,Teaching Philosophy,T Jackson,TBA,TBA,TBA TBA
PHIL 611,Studies in Ethics,G Tsai,W,1245-0315p,SAKAM C302
PHIL 671,Neo-Confucianism,C Cheng,R,0330-0600p,SAKAM C301
PHIL 720,Sem on Individual Philosophers,A Chakrabarti,T,0330-0600p,SAKAM C301
PHIL 725,Sem in Philosophical Topics,M Ishida,W,0330-0600p,SAKAM C302
PHYS 100,Survey of Physics,M Slovak,MWF,0130-0220p,PHYSCI 217
PHYS 100L,Survey of Physics Laboratory,P Von Doetinchem,M,0230-0520p,WAT 415
PHYS 100L,Survey of Physics Laboratory,P Von Doetinchem,F,0230-0520p,WAT 415
PHYS 151,College Physics,M Slovak,MWF,0930-1020a,PHYSCI 217
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,M,1130-0220p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,M,1130-0220p,PHYSCI 110
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,M,0230-0520p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,T,0900-1150a,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,T,1200-0250p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,T,1200-0250p,PHYSCI 110
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,T,0300-0550p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,W,1130-0220p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,W,0230-0520p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,R,0900-1150a,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,R,1200-0250p,PHYSCI 108
PHYS 151L,College Physics Laboratory I,P Von Doetinchem,R,0300-0550p,PHYSCI 108
PHYS 152,College Physics,M Nassir,MWF,1230-0120p,PHYSCI 217
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,M,0130-0420p,PHYSCI 111
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,T,0900-1150a,PHYSCI 111
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,T,0900-1150a,PHYSCI 112
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,T,1200-0250p,PHYSCI 111
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,T,0300-0550p,PHYSCI 111
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,W,0130-0420p,PHYSCI 111
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,R,0900-1150a,PHYSCI 111
PHYS 152L,College Physics Laboratory II,P Von Doetinchem,R,0300-0550p,PHYSCI 111
PHYS 170,General Physics I,K Sattler,MTW,0930-1020a,WAT 420
PHYS 170,General Physics I,K Sattler,MTW,0930-1020a,WAT 420
PHYS 170,General Physics I,K Sattler,MTW,0930-1020a,WAT 420
PHYS 170,General Physics I,M Slovak,MWF,1130-1220p,PHYSCI 217
PHYS 170,General Physics I,M Slovak,MWF,1130-1220p,PHYSCI 217
PHYS 170,General Physics I,M Slovak,MWF,1130-1220p,PHYSCI 217
PHYS 170,General Physics I,M Slovak,MWF,1130-1220p,PHYSCI 217
PHYS 170,General Physics I,M Slovak,MWF,1130-1220p,PHYSCI 217
PHYS 170,General Physics I,M Slovak,MWF,1130-1220p,PHYSCI 217
PHYS 170L,General Physics I Laboratory,P Von Doetinchem,M,0230-0520p,PHYSCI 110
PHYS 170L,General Physics I Laboratory,P Von Doetinchem,T,0300-0550p,PHYSCI 110
PHYS 170L,General Physics I Laboratory,P Von Doetinchem,W,1230-0320p,PHYSCI 110
